"InternetFreq","VisitSocial","ProfileSetting","FutureConcern","KindUnkind","MeanToYou","SocialSite","Chat","StreamVideo","PostComments","PrivateMessage","TagPhoto","PostPhoto","OthersIntercede","YouIntercede","JoinHarassment","SoughtAdvice","AskedWho","Face2FaceArgue","Parents","EndFriendship","Nervous","FeelGood","LieAboutAge","SharePassword"
"Several times a day","Several times a day","Public","No","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Never","No",,"Yes","No","Yes","Yes","Yes","Yes","No"
"Several times a day","1-2 days a week","Partially private","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","No",,"No","No","No","No","No","Yes","No"
"Several times a day",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","Yes"
"About once a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","Yes","No","Yes","No","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","No"
"Every few weeks",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"3-5 days a week","Several times a day","Public","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes","Only once in a while","Only once in a while","Never","Yes","Brother, sister or cousin","No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Never","Never","No",,"No","No","No","No","No","Yes","No"
"3-5 days a week","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes",,,,,,"No","No","No","No","Yes","No","Yes"
"3-5 days a week",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","Yes","Friend or peer","No","No","No","No","Yes","No","No"
"Less often","Less often","Public","No","People are mostly kind","Yes","Yes","No, do not","No, do not","Yes","No","No","Yes",,,,,,"Yes","Yes","Yes","No","Yes","Yes","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Only once in a while","Yes","Friend or peer","No","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Partially private","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Only once in a while","Never","No",,"No","No","Yes","No","Yes","No","Yes"
"1-2 days a week",,,"Yes",,,"No, do not","Yes","No, do not",,,,,,,,,,,,,,,"No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","Yes","Friend or peer","No","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Partially private","Yes","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","Yes","Yes","Frequently","Sometimes","Never","No",,"No","No","No","No","No","Yes","Yes"
"About once a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Never","Yes","Parent","No","No","No","No","Yes","No","No"
"Several times a day","About once a day","Public","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","No","No","Frequently","Never","Never","No",,"No","No","No","No","No","Yes","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","No",,"No","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Public","Yes","People are mostly kind","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Never","Yes","Friend or peer","No","No","No","No","Yes","Yes","Yes"
"Several times a day","About once a day","Private (friends only)","Yes","People are mostly kind","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","Yes","Parent","No","No","No","Yes","Yes","No","No"
"Several times a day","Several times a day","Public","No","People are mostly kind","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Only once in a while","Never","Only once in a while","No",,"No","Yes","Yes","Yes","Yes","Yes","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Frequently","Never","No",,"No","No","No","No","No","No","Yes"
"About once a day","About once a day","Private (friends only)","No","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Only once in a while","No",,"No","Yes","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Never","Never","No",,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Partially private","Yes","People are mostly unkind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Only once in a while","Yes","Friend or peer","Yes","Yes","Yes","No","Yes","Yes","Yes"
"3-5 days a week",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"About once a day","Several times a day","Public","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","No","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","1-2 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Never","No",,"No","No","No","No","Yes","No","Yes"
"1-2 days a week","1-2 days a week","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","No","No","No","Never","Frequently","Never","No",,"No","No","No","No","Yes","Yes","No"
"3-5 days a week","3-5 days a week","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Never","Never","No",,"No","No","No","No","No","Yes","No"
"About once a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","No",,"Yes","Yes","Yes","No","Yes","No","No"
"3-5 days a week","About once a day","Public","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","Yes"
"3-5 days a week","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","Yes","Yes","No"
"Several times a day","About once a day","Partially private","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","No",,"No","Yes","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Only once in a while","Never","No",,"No","No","No","No","Yes","Yes","No"
"Several times a day",,,"No",,,"No, do not","No, do not","Yes",,,,,,,,,,,,,,,"No","No"
"3-5 days a week",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","No","Only once in a while","Sometimes","Never","No",,"No","No","No","No","No","No","No"
"3-5 days a week","About once a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Only once in a while","No",,"No","No","No","No","No","Yes","No"
"Every few weeks","Every few weeks","Private (friends only)","Yes","People are mostly kind","Yes","Yes","Yes","No, do not","Yes","No","Yes","Yes","Sometimes","Sometimes","Never","Yes","Friend or peer","No","Yes","No","No","Yes","Yes","Yes"
"About once a day","About once a day","Private (friends only)","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Frequently","Never","No",,"No","No","No","No","No","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Never","Never","No",,"No","No","No","No","Yes","No","No"
"About once a day","1-2 days a week","Private (friends only)","No","People are mostly kind","Yes","Yes","No, do not","No, do not","No","No","No","No","Sometimes","Sometimes","Never","Yes","Friend or peer","No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Public","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Never","No",,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Public","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","No","Yes","Frequently","Frequently","Never","No",,"Yes","No","No","No","Yes","Yes","Yes"
"About once a day","1-2 days a week","Private (friends only)","Don't know","People are mostly kind","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly unkind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Only once in a while","No",,"No","No","Yes","No","Yes","No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Never","Never","Only once in a while","No",,"Yes","Yes","Yes","No","No","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","No","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","1-2 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Only once in a while","No",,"No","No","No","No","Yes","No","No"
"About once a day","3-5 days a week","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","Yes"
"3-5 days a week","3-5 days a week","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Only once in a while","No",,"No","No","No","No","Yes","No","No"
"1-2 days a week","1-2 days a week","Private (friends only)","Yes","Don't know","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes",,,,,,"No","No","No","No","No","No","No"
"Less often","Several times a day","Private (friends only)","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","No",,"Yes","No","No","No","No","No","Yes"
"Several times a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","No","No","No","No","Only once in a while","Sometimes","Never","No",,"No","No","No","No","Yes","Yes","No"
"3-5 days a week","3-5 days a week","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","Yes","Yes","No","Yes","Yes","Never","Never","Never","Yes","Brother, sister or cousin","No","No","No","No","No","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Never","No",,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Never","Yes","Friend or peer","No","No","No","No","No","No","No"
"About once a day","About once a day","Partially private","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","No","No"
"3-5 days a week","3-5 days a week","Partially private","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Only once in a while","Never","Yes","Friend or peer","No","No","No","No","Yes","No","No"
"About once a day","About once a day","Partially private","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","Yes","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","No, do not","No, do not","Yes","Yes","No","No","Only once in a while","Frequently","Sometimes","Yes","Brother, sister or cousin","Yes","No","Yes","No","Yes","No","No"
"Several times a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes","Only once in a while","Only once in a while","Never","No",,"No","No","No","No","Yes","Yes","No"
"Several times a day","3-5 days a week","Public","Yes","People are mostly kind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Frequently","No",,"Yes","No","No","No","Yes","Yes","Yes"
"1-2 days a week","Refused","Refused","No","People are mostly kind","No","Yes","No, do not","No, do not","No","No","No","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","3-5 days a week","Partially private","Yes","People are mostly kind","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Only once in a while","Never","Never","No",,"No","Yes","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Never","No",,"No","No","No","No","No","No","No"
"Several times a day","Several times a day","Public","No","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","Yes","Yes",,,,,,"Yes","Yes","No","No","Yes","Yes","Yes"
"3-5 days a week","Several times a day","Private (friends only)","Yes","Depends","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Frequently","Only once in a while","Never","Yes","Friend or peer","No","No","No","No","Yes","Yes","No"
"About once a day","About once a day","Partially private","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Never","Never","No",,"No","No","No","No","Yes","No","No"
"1-2 days a week","3-5 days a week","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","Yes","Brother, sister or cousin","Yes","No","No","No","Yes","Yes","No"
"Several times a day","About once a day","Partially private","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","Yes",,,,,,"No","No","No","No","Yes","Yes","No"
"About once a day","Every few weeks","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","No","Frequently","Never","Never","Yes","Brother, sister or cousin","No","No","No","No","No","Yes","No"
"Several times a day",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","Yes","No, do not","Yes","Yes","No","Yes","Never","Sometimes","Never","No",,"No","Yes","No","Yes","Yes","Yes","No"
"Less often",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"3-5 days a week",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Never","Yes","Parent","No","No","Yes","No","Yes","No","Yes"
"3-5 days a week",,,"No",,,"No, do not","Yes","No, do not",,,,,,,,,,,,,,,"No","No"
"Several times a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","No","Sometimes","Only once in a while","Never","No",,"No","No","Yes","No","No","Yes","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","No","No","No"
"About once a day",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","Yes"
"1-2 days a week","1-2 days a week","Public","No","Depends","No","Yes","No, do not","No, do not","Yes","No","No","No","Never","Never","Never","No",,"No","No","No","No","No","Yes","No"
"About once a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Never","No",,"Yes","Yes","No","Yes","Yes","Yes","Yes"
"Several times a day","3-5 days a week","Private (friends only)","No","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","Yes","Parent","No","No","No","No","Yes","No","No"
"About once a day","3-5 days a week","Partially private","Yes","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","No","No","Never","Sometimes","Never","Yes","Parent","Yes","No","Yes","Yes","Yes","Yes","Yes"
"About once a day","Less often","Private (friends only)","Yes","People are mostly unkind","No","Yes","Yes","Yes","No","Yes","Yes","No","Sometimes","Sometimes","Sometimes","Yes","Friend or peer","Yes","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Public","Yes","People are mostly kind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Only once in a while","No",,"Yes","Yes","Yes","No","Yes","No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Frequently","Never","No",,"No","Yes","No","No","Yes","Yes","Yes"
"3-5 days a week","About once a day","Private (friends only)","No","People are mostly unkind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Never","No",,"No","No","Yes","No","Yes","No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","Yes","Parent","No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","Yes","Friend or peer","Yes","No","Yes","Yes","No","No","Yes"
"Several times a day","Several times a day","Public","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Only once in a while","Never","No",,"No","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Partially private","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Never","Never","No",,"No","Yes","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Frequently","Never","No",,"Yes","No","No","No","Yes","Yes","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","Yes","No","No"
"About once a day","About once a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","Yes","No, do not","No","No","No","No","Sometimes","Never","Never","Yes","Parent","No","No","No","No","No","Yes","No"
"About once a day","About once a day","Public","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","No","No","Yes"
"Several times a day","1-2 days a week","Public","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","Yes","Friend or peer","No","No","Yes","No","Don't know","No","Yes"
"Every few weeks","Every few weeks","Partially private","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes","Frequently","Frequently","Never","No",,"No","No","No","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Frequently","Frequently","Never","Yes","Friend or peer","No","No","No","No","Yes","Yes","No"
"About once a day","About once a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Frequently","Never","Yes","Friend or peer","No","Yes","No","Yes","Yes","Yes","Yes"
"About once a day","1-2 days a week","Public","Yes","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","Yes","Yes","Frequently","Frequently","Never","No",,"No","No","No","No","Yes","Yes","No"
"About once a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","No","Frequently","Sometimes","Never","Yes","Friend or peer","No","No","No","No","Yes","No","No"
"Several times a day","About once a day","Private (friends only)","No","Depends","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","Yes","Friend or peer","No","No","Yes","No","Yes","No","No"
"Several times a day","Several times a day","Private (friends only)","No","Depends","Yes","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Never","No",,"Yes","No","No","No","Yes","Yes","Yes"
"About once a day",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"Yes","No"
"Several times a day","About once a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Never","Yes","Parent","No","No","No","No","No","Yes","No"
"About once a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Sometimes","Never","Never","Yes","Friend or peer","No","No","Yes","Yes","No","No","No"
"Several times a day","Several times a day","Private (friends only)","No","People are mostly kind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Only once in a while","Frequently","No",,"Yes","Yes","Yes","No","No","Yes","Yes"
"1-2 days a week","3-5 days a week","Private (friends only)","No","People are mostly kind","No","Yes","Yes","No, do not","No","No","No","No","Only once in a while","Only once in a while","Never","Yes","Parent","Yes","No","No","Yes","Yes","No","No"
"Several times a day","About once a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Sometimes","Only once in a while","Never","Yes","Parent","No","No","No","No","Yes","No","Yes"
"Several times a day","Several times a day","Public","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Sometimes","Never","Never","No",,"No","No","No","No","No","No","Yes"
"3-5 days a week","1-2 days a week","Partially private","No","People are mostly kind","No","Yes","Yes","No, do not","No","No","No","Yes",,,,,,"No","No","No","No","Yes","No","No"
"About once a day",,,"Yes",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"Yes","No"
"Several times a day","3-5 days a week","Partially private","Yes","Depends","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Sometimes","Frequently","Only once in a while","No",,"No","No","No","No","Yes","No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Sometimes","Sometimes","No",,"No","No","No","No","No","No","No"
"Several times a day","Several times a day","Partially private","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Only once in a while","Never","Never","No",,"Yes","No","No","No","Yes","No","Yes"
"Several times a day","3-5 days a week","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Never","No",,"No","No","No","No","Yes","No","No"
"About once a day","About once a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","Yes","No","No"
"About once a day","1-2 days a week","Partially private","Yes","Depends","Yes","Yes","No, do not","No, do not","Yes","Yes","No","No","Frequently","Frequently","Only once in a while","No",,"Yes","Yes","No","No","Yes","Yes","No"
"About once a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","No","Yes","Only once in a while","Sometimes","Never","No",,"No","No","No","No","No","Yes","No"
"3-5 days a week","Less often","Don't know","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","No","Yes","Yes","Frequently","Frequently","Never","No",,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Partially private","Yes","People are mostly kind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Only once in a while","Never","Yes","Friend or peer","No","No","No","No","Yes","No","Yes"
"Several times a day",,,"Yes",,,"No, do not","Yes","No, do not",,,,,,,,,,,,,,,"Yes","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Sometimes","Never","Never","No",,"No","No","No","No","No","No","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","Yes","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Sometimes","No",,"Yes","No","No","No","Yes","Yes","No"
"About once a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","No","No","No","Yes",,,,,,"No","No","No","No","No","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","Yes","Yes","Yes","Yes","Yes","Sometimes","Only once in a while","Only once in a while","Yes","Friend or peer","Yes","No","No","Yes","Yes","Yes","No"
"About once a day","About once a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Only once in a while","Yes","Friend or peer","Yes","No","Yes","Yes","Don't know","No","No"
"Several times a day","About once a day","Private (friends only)","Yes","People are mostly kind","Yes","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Only once in a while","No",,"Yes","No","Yes","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Frequently","Frequently","Never","Yes","Friend or peer","Yes","No","Yes","Yes","Yes","No","No"
"Several times a day","About once a day","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Sometimes","Never","Yes","Parent","No","No","No","No","Yes","Yes","No"
"Several times a day","1-2 days a week","Private (friends only)","No","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","Yes","Yes","Only once in a while","Never","Never","Yes","Parent","No","No","No","No","No","No","No"
"Several times a day","Several times a day","Private (friends only)","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Never","No",,"No","No","Yes","No","Yes","Yes","Yes"
"1-2 days a week",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"No","No"
"Less often","About once a day","Private (friends only)","Yes","Depends","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Only once in a while","Only once in a while","Never","Yes","Friend or peer","No","No","No","No","Yes","No","No"
"About once a day","About once a day","Private (friends only)","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes",,,,,,"No","No","No","No","No","No","No"
"3-5 days a week",,,"No",,,"No, do not","No, do not","No, do not",,,,,,,,,,,,,,,"Yes","No"
"Several times a day","About once a day","Private (friends only)","Yes","People are mostly unkind","Yes","Yes","No, do not","No, do not","Yes","Yes","Yes","Yes","Never","Frequently","Never","Yes","Parent","No","No","No","Yes","Yes","Yes","Yes"
"Several times a day","1-2 days a week","Partially private","Yes","People are mostly kind","No","Yes","No, do not","No, do not","Yes","No","No","Yes","Never","Never","Never","No",,"No","No","No","No","Yes","Yes","Yes"
"Several times a day","Several times a day","Private (friends only)","Yes","People are mostly unkind","No","Yes","Yes","No, do not","Yes","Yes","Yes","Yes","Never","Sometimes","Never","Yes","Friend or peer","Yes","Yes","Yes","No","Yes","No","Yes"
